Sample,Lab ID,Class,Individual,Bundle No.,Period,Event ID,Priority,Selected,Bear No.,,#G,#U,Left,U/L,Comments,,Loci,CXX20,G1D,G10M,MSUT2,MU50,G10X,G10P,REN144 A06,G1A,G10C,D1A,G10J,G10L,CPH9,CXX110,D123,MU26,G10U,MU59,REN145 P07,G10B,MU23,G10H,Sex
240-60-03,479,sample,2213,240,5,60-03,1,1,,,,30,B,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
241-71-02,481,sample,2213,241,5,71-02,2,1,,,,30,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
71-5-3,775,sample,2213,13,5,71-03,4,1,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
241-71-04,480,sample,2213,241,5,71-04,1,1,,,,30,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
301-14-01,589,sample,2213,301,6,14-01,2,1,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
328-14-02,634,sample,2213,328,6,14-02,1,1,,,10,,B,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
328-14-03,1082,sample,2213,328,6,14-03,3,2,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
327-15-02,632,sample,2213,327,6,15-02,2,1,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
205-15-05,413,sample,2213,205,6,15-05,3,1,,,,30,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
325-24-02,629,sample,2213,325,6,24-02,1,1,,,10,,B,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
396-25-01,759,sample,2213,396,6,25-01,3,1,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
326-25-02,1081,sample,2213,326,6,25-02,3,2,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
326-25-03,630,sample,2213,326,6,25-03,1,1,,,5,,C,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
324-26-01,627,sample,2213,324,6,26-01,1,1,,,10,,B,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
324-26-02,628,sample,2213,324,6,26-02,2,1,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
320-33-01,618,sample,2213,320,6,33-01,1,1,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
320-33-02,619,sample,2213,320,6,33-02,2,1,,,9,,C,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
321-34-01,621,sample,2213,321,6,34-01,1,1,,,7,,C,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
323-35-01,625,sample,2213,323,6,35-01,1,1,,,6,,C,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
323-35-02,626,sample,2213,323,6,35-02,2,1,,,10,,C,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
322-36-01,624,sample,2213,322,6,36-01,1,1,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
314-45-01,606,sample,2213,314,6,45-01,1,1,,,10,,A,L,1st envelope, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
184-45-03,1054,sample,2213,184,6,45-03,3,2,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
319-46-01,616,sample,2213,319,6,46-01,1,1,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
46-6-3,778,sample,2213,16,6,46-03,4,1,,,8,,C,L,1st envelope, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
46-6-5,1015,sample,2213,266,6,46-05,4,2,,,10,,C,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
319-46-08,617,sample,2213,319,6,46-08,3,1,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
60-6-1,774,sample,2213,12,6,60-01,4,1,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
60-6-2,987,sample,2213,237,6,60-02,4,2,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
316-60-04,611,sample,2213,316,6,60-04,2,1,,,10,,C,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
71-6-2,903,sample,2213,149,6,71-02,4,1,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
317-71-04,613,sample,2213,317,6,71-04,3,1,,,10,,A,L,, ,7,135.139,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
2213,98,sample,2213,,,,,,,,10,,A,,female collared bear, ,24,135.139,174.184,206.216,197.205,120.132,141.145,153.157,121.121,198.198,205.213,157.163,187.203,137.137,143.149,137.159,145.155,185.195,179.181,231.241,157.159,156.160,189.203,241.253,250.250
142-14-07,297,sample,3002,142,1,14-07,2,1,,,,30,A,U,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
26-1-3,799,sample,3002,39,1,26-03,4,1,,,,20,C,U,1st envelope, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
26-1-9,892,sample,3002,137,1,26-09,4,1,,,,20,C,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
26-1-20,992,sample,3002,242,1,26-20,4,2,,,,30,A,L,3rd envelope, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
26-1-25,1025,sample,3002,276,1,26-25,4,2,,,,30,C,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
125-10-03,265,sample,3002,125,2,10-03,3,1,,,,30,A,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
44-14-03,1036,sample,3002,44,2,14-03,3,2,,,,30,A,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
34-2-7,1012,sample,3002,262,2,34-07,4,2,,,,30,A,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
35-2-3,1028,sample,3002,279,2,35-03,4,2,,,,30,A,L,coarse underfur, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
40-35-05,1035,sample,3002,40,2,35-05,2,2,,,,30,A,L,1st envelope, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
249-36-09,1066,sample,3002,249,2,36-09,3,2,,,,30,A,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
36-2-11,1000,sample,3002,250,2,36-11,4,2,,,,20,C,L,1st envelope, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
169-26-02,343,sample,3002,169,4,26-02,1,1,,,,30,C,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
169-26-04,345,sample,3002,169,4,26-04,3,1,,,6,,C,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
171-35-01,348,sample,3002,171,4,35-01,2,1,,,,30,C,L,coarse underfur, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
170-36-03,1051,sample,3002,170,4,36-03,2,2,,,,30,C,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
77-60-02,166,sample,3002,77,4,60-02,2,1,,,,30,A,L,1st envelope, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
60-4-4,831,sample,3002,71,4,60-04,4,1,,,,30,A,L,1st envelope, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
161-60-16,329,sample,3002,161,4,60-16,1,1,,,,30,A,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
162-71-05,330,sample,3002,162,4,71-05,1,1,,,,30,A,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
294-72-01,1076,sample,3002,294,5,72-01,2,2,,,,30,C,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
294-72-03,575,sample,3002,294,5,72-03,1,1,,,,30,C,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
316-60-03,610,sample,3002,316,6,60-03,1,1,,,,30,C,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
316-60-05,1079,sample,3002,316,6,60-05,3,2,,,10,,A,L,, ,7,135.145,174.186,206.206,197.205,120.140,141.151,,,,,,,,,,,,,,,,,,250.250
3001,97,sample,3002,,,,,,,,10,,A,,"male collared bear - e-extracted and run on XR because gender did not match field data, and sample matched to another captured bear (3002). Genotype confirmed through re-extraction, and original sample run twice", ,24,135.145,174.186,206.206,197.205,120.140,141.151,153.155,119.121,196.198,205.213,163.165,203.205,137.149,143.149,137.153,155.155,185.185,177.181,231.237,157.157,158.160,189.199,241.253,250.250
3002,101,sample,3002,,,,,,,,,30,B,,"roots very small, hairs more underfur like. not sure about this sample. female collared bear", ,23,135.145,174.186,206.206,197.205,120.140,141.151,153.155,119.121,196.198,205.213,163.165,203.205,137.149,143.149,137.153,155.155,85.185,177.181,231.237,157.157,158.160,189.199,241.253,250.250
3101,1097,sample,3101,,,,,,3101,,,30,A,,"male collared bear, March 1, 2013 Mother 1435", ,24,123.123,172.182,208.214,197.205,120.132,141.147,151.163,119.129,194.194,215.215,175.179,187.191,137.153,149.151,157.159,141.145,185.185,175.179,233.239,159.167,156.164,187.205,241.241,204.250
3103,1098,sample,3103,,,,,,3103,,,30,A,,"re-extracted 6/26/2013 8 GH, C. not sure about roots, female collared bear, March 1, 2013 Mother 1435", ,24,123.123,172.180,208.214,197.209,120.132,141.149,157.163,119.125,194.198,213.215,167.179,187.187,141.153,143.149,157.159,141.145,185.185,173.179,239.243,159.167,156.156,203.203,241.253,250.250
12-62-01,77,sample,10-86-01,12,1,62-01,2,1,,,,30,A,L,, ,12,123.135,176.176,208.214,197.207,130.138,141.151,157.161,,,,,191.205,135.159,,,,,,229.235,,,,241.253,204.250
12-62-04,12,sample,10-86-01,12,1,62-04,1,1,,,,20,C,L,, ,12,123.135,176.176,208.214,197.207,130.138,141.151,157.161,,,,,191.205,135.159,,,,,,229.235,,,,241.253,204.250
11-75-01,76,sample,10-86-01,11,1,75-01,3,1,,,,30,A,L,, ,11,123.135,176.176,208.214,197.207,130.138,141.151,157.161,,,,,191.205,135.159,,,,,,229.235,,,,241.53,204.250
11-75-04,11,sample,10-86-01,11,1,75-04,1,1,,,,30,A,U,, ,12,123.135,176.176,208.214,197.207,130.138,141.151,157.161,,,,,191.205,135.159,,,,,,229.235,,,,241.253,204.250
10-86-01,10,sample,10-86-01,10,1,86-01,1,1,,,10,,A,L,, ,24,123.135,176.176,208.214,197.207,130.138,141.151,157.161,117.119,194.198,205.211,165.165,191.205,135.159,149.151,149.155,141.141,183.195,173.181,229.235,172.172,160.164,201.207,241.253,204.250
10-86-02,75,sample,10-86-01,10,1,86-02,3,1,,,,20,C,L,1st envelope, ,11,123.135,176.176,208.214,197.207,130.138,141.151,157.161,,,,,191.205,135.159,,,,,,229.235,,,,241.53,204.250
86-1-4,865,sample,10-86-01,109,1,86-04,4,1,,,6,,C,L,1st envelope, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
395-62-07,757,sample,10-86-01,395,2,62-07,3,1,,,,30,A,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
78-72-02,169,sample,10-86-01,78,2,72-02,2,1,,,,30,A,L,blonde underfur, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
78-72-03,170,sample,10-86-01,78,2,72-03,3,1,,,,30,A,L,"coarse underfur, 1st envelope", ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
375-72-07,724,sample,10-86-01,375,2,72-07,3,1,,,10,,A,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
53-74-01,53,sample,10-86-01,53,2,74-01,1,1,,,10,,A,L,, ,12,123.135,176.176,208.214,197.207,130.138,141.151,157.161,,,,,191.205,135.159,,,,,,229.235,,,,241.253,204.250
77-85-01,165,sample,10-86-01,77,2,85-01,1,1,,,,30,A,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
51-86-01,51,sample,10-86-01,51,2,86-01,1,1,,,,30,A,L,, ,10,123.135,176.176,208.214,197.207,130.138,141.151,157.161,,,,,,135.159,,,,,,229.235,,,,,204.250
51-86-02,1037,sample,10-86-01,51,2,86-02,2,2,,,,30,C,L,coarse underfur, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
46-87-04,46,sample,10-86-01,46,2,87-04,1,1,,,,30,A,L,, ,12,123.135,176.176,208.214,197.207,130.138,141.151,157.161,,,,,191.205,135.159,,,,,,229.235,,,,241.253,204.250
117-50-01,244,sample,10-86-01,117,3,50-01,1,1,,,10,,A,L,"faded at tip, almost look like griz, pretty much uf left", ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
116-62-02,1045,sample,10-86-01,116,3,62-02,3,2,,,,30,A,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
116-62-04,243,sample,10-86-01,116,3,62-04,2,1,,,,20,C,,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
149-72-02,309,sample,10-86-01,149,3,72-02,2,1,,,10,,A,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
143-73-02,298,sample,10-86-01,143,3,73-02,2,1,,,,30,C,L,coarse underfur, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
74-3-1,909,sample,10-86-01,156,3,74-01,4,1,,,,30,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
115-74-02,240,sample,10-86-01,115,3,74-02,1,1,,,,20,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
74-3-4,835,sample,10-86-01,76,3,74-04,4,1,,,,30,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
115-74-05,241,sample,10-86-01,115,3,74-05,2,1,,,,30,A,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
315-75-03,1078,sample,10-86-01,315,3,75-03,2,2,,,,30,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
144-85-01,301,sample,10-86-01,144,3,85-01,3,1,,,,20,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
144-85-05,300,sample,10-86-01,144,3,85-05,1,1,,,,30,A,L,2nd envelope, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
113-86-02,237,sample,10-86-01,113,3,86-02,2,1,,,,30,C,L,"coarse underfur, no roots left on hairs", ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
207-106-03,1063,sample,10-86-01,207,4,106-03,3,2,,,,30,C,L,1st envelope, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
181-50-01,370,sample,10-86-01,181,4,50-01,2,2,,,,30,A,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
50-4-4,834,sample,10-86-01,75,4,50-04,4,1,,,5,,C,U,1st envelope, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
19-50-07,19,sample,10-86-01,19,4,50-07,2,1,,,10,,A,L,, ,10,123.135,176.176,208.214,197.207,130.138,141.151,157.161,,,,,191.205,135.59,,,,,,229.235,,,,241.53,204.250
183-62-05,373,sample,10-86-01,183,4,62-05,2,,,,,30,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
220-62-06,440,sample,10-86-01,220,4,62-06,2,1,,,,30,C,L,coarse underfur, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
62-4-11,963,sample,10-86-01,212,4,62-11,4,1,,,10,,A,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
72-4-5,860,sample,10-86-01,104,4,72-05,4,1,,,5,,C,L,1st envelope, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
224-72-07,449,sample,10-86-01,224,4,72-07,1,1,,,,30,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
223-73-02,447,sample,10-86-01,223,4,73-02,1,1,,,10,,A,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
223-73-03,448,sample,10-86-01,223,4,73-03,3,1,,,,30,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
75-4-11,934,sample,10-86-01,182,4,75-11,4,1,,,6,,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
235-85-01,1110,sample,10-86-01,235,4,85-01,3,3,,,,20,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
222-85-02,445,sample,10-86-01,222,4,85-02,1,1,,,10,,A,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
222-85-03,446,sample,10-86-01,222,4,85-03,2,1,,,,20,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
187-86-06,380,sample,10-86-01,187,4,86-06,3,1,,,,20,C,U,1st envelope, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
292-107-01,571,sample,10-86-01,292,5,107-01,1,1,,,5,,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
293-117-02,574,sample,10-86-01,293,5,117-02,1,1,,,9,,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
260-62-03,514,sample,10-86-01,260,5,62-03,3,1,,,,,,L,75-2 is inthis bundle, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
295-73-01,576,sample,10-86-01,295,5,73-01,1,1,,,5,,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
295-73-02,577,sample,10-86-01,295,5,73-02,2,1,,,9,,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
300-84-01,586,sample,10-86-01,300,5,84-01,1,1,,,5,,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
301-85-01,588,sample,10-86-01,301,5,85-01,1,1,,,10,,A,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
336-50-01,650,sample,10-86-01,336,6,50-01,2,1,,,10,,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
362-83-02,1090,sample,10-86-01,362,6,83-02,3,2,,,10,,B,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
363-84-01,701,sample,10-86-01,363,6,84-01,1,1,,,10,,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
365-85-01,704,sample,10-86-01,365,6?,85-01,1,1,,,2,20,C,L,, ,7,123.135,176.176,208.214,197.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
120-4-1,942,sample,120-4-2,190,4,120-01,4,1,,,,30,C,U,, ,7,123.139,176.186,208.216,181.207,132.134,145.159,,,,,,,,,,,,,,,,,,204.250
120-4-2,926,sample,120-4-2,174,4,120-02,4,1,,,,30,A,U,1st envelope, ,24,123.139,176.186,208.216,181.207,132.134,145.159,159.159,119.121,194.194,211.211,165.165,187.187,135.149,145.149,153.155,149.153,183.191,175.179,237.239,157.161,158.162,203.205,241.241,204.250
120-4-3,974,sample,120-4-2,224,4,120-03,4,1,,,10,,A,L,2nd envelope, ,7,123.139,176.186,208.216,181.207,132.134,145.159,,,,,,,,,,,,,,,,,,204.250
16-1-4,929,sample,12-106-02,177,1,16-04,4,1,,,5,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
14-16-06,81,sample,12-106-02,14,1,16-06,3,1,,,5,,C,L,2nd envelope, ,10,135.139,184.184,206.212,181.201,120.130,153.153,157.157,,,,,187.187,137.153,,,,,,237.39,,,,,204.250
14-16-07,14,sample,12-106-02,14,1,16-07,2,,,,10,,A,L,3rd envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
17-2-03,85,sample,12-106-02,17,1,2-03,3,1,,,10,,B,L,1st envelope, ,12,135.139,184.184,206.212,181.201,120.130,153.153,157.157,,,,,187.187,137.153,,,,,,237.239,,,,239.239,204.250
87-1-10,954,sample,12-106-02,203,1,86-10,4,1,,,,30,A,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
340-87-06,659,sample,12-106-02,340,1,87-06,3,1,,,,30,A,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
6-87-07,1100,sample,12-106-02,6,1,87-07,3,3,,,10,,A,L,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
12-106-02,78,sample,12-106-02,12,2,106-02,3,1,,,10,,A,U,, ,24,135.139,184.184,206.212,181.201,120.130,153.153,157.157,119.121,196.200,213.213,165.175,187.187,137.153,143.149,149.149,141.147,195.195,173.177,237.239,163.167,160.164,195.203,239.239,204.250
74-106-04,159,sample,12-106-02,74,2,106-04,1,1,,,,30,A,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
74-106-05,161,sample,12-106-02,74,2,106-05,3,1,,,10,,A,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
74-106-06,160,sample,12-106-02,74,2,106-06,2,1,,,,30,A,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
57-27-01,57,sample,12-106-02,57,2,27-01,1,1,,,10,,B,U,, ,12,135.139,184.184,206.212,181.201,120.130,153.153,157.157,,,,,187.187,137.153,,,,,,237.239,,,,239.239,204.250
39-36-01,111,sample,12-106-02,39,2,36-01,3,1,,,,30,C,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
32-59-01,32,sample,12-106-02,32,2,59-01,1,1,,,,30,A,U,1st envelope, ,12,135.139,184.184,206.212,181.201,120.130,153.153,157.157,,,,,187.187,137.153,,,,,,237.239,,,,239.239,204.250
32-59-02,102,sample,12-106-02,32,2,59-02,2,1,,,,30,C,L,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
32-59-03,103,sample,12-106-02,32,2,59-03,3,1,,,10,,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
52-75-01,52,sample,12-106-02,52,2,75-01,1,1,,,,30,A,U,1st envelope, ,11,135.139,184.184,206.212,181.201,120.130,153.153,157.157,,,,,187.187,137.153,,,,,,33.37.239,,,,239.239,204.250
52-75-02,1038,sample,12-106-02,52,2,75-02,3,2,,,10,,A,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
330-75-03,637,sample,12-106-02,330,2,75-03,3,1,,,,30,C,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
52-75-04,124,sample,12-106-02,52,2,75-04,2,1,,,,30,A,L,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
387-83-05,744,sample,12-106-02,387,2,83-05,1,1,,,,30,A,U,1st envelope, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
46-87-01,118,sample,12-106-02,46,2,87-01,2,1,,,,30,A,L,coarse underfur, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
46-87-03,119,sample,12-106-02,46,2,87-03,3,1,,,,30,A,U,coarse underfur, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
379-96-02,730,sample,12-106-02,379,2,96-02,3,1,,,,30,A,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
16-96-03,83,sample,12-106-02,16,2,96-03,3,1,,,,30,A,U,, ,11,135.139,184.184,206.212,181.201,120.130,153.153,157.157,,,,,187.187,137.153,,,,,,237.239,,,,39.239,204.250
76-96-04,163,sample,12-106-02,76,2,96-04,1,1,,,,30,B,U,, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
315-96-05,609,sample,12-106-02,315,2,96-05,3,1,,,,30,C,L,coarse underfur, ,7,135.139,184.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
